128,46,104,127
129,47,104,127
129,48,104,127
131,48,104,127
135,49,104,127
141,48,104,127
143,45,104,127
148,41,104,127
157,41,104,127
167,43,104,127
175,43,104,127
180,43,104,127
184,42,104,127
185,43,104,127
176,44,104,127
160,42,104,127
143,40,104,127
127,39,104,127
117,38,104,127
104,37,104,127
87,38,104,127
75,43,104,127
59,45,104,127
45,43,104,127
38,45,104,127
29,45,104,127
26,47,104,127
31,47,104,127
33,43,104,127
32,43,104,127
31,44,104,127
27,44,104,127
26,44,104,127
24,46,104,127
29,45,104,127
35,46,104,127
39,46,104,127
38,46,104,127
44,49,104,127
55,51,104,127
65,54,104,127
73,59,104,127
82,65,104,127
87,69,104,127
91,74,104,127
90,78,104,127
93,85,104,127
96,85,104,127
98,84,104,127
99,76,104,127
100,61,104,127
103,45,104,127
105,40,104,127
108,34,104,127
111,29,104,127
115,26,104,127
120,30,104,127
125,35,104,127
127,42,104,127
132,42,104,127
134,45,104,127
139,44,104,127
143,43,104,127
147,45,104,127
149,43,104,127
152,42,104,127
153,44,104,127
145,42,104,127
136,43,104,127
126,45,104,127
120,45,104,127
120,48,104,127
121,47,104,127
123,47,104,127
125,47,104,127
128,47,104,127
130,47,104,127
131,46,104,127
130,48,104,127
129,45,104,127
127,44,104,127
127,43,104,127
124,43,104,127
122,43,104,127
118,41,104,127
113,41,104,127
106,39,104,127
101,38,104,127
96,36,104,127
92,35,104,127
89,34,104,127
87,32,104,127
87,29,104,127
87,27,104,127
89,29,104,127
93,31,104,127
94,30,104,127
94,28,104,127
92,25,104,127
91,25,104,127
92,27,104,127
96,29,104,127
102,28,104,127
111,28,104,127
116,28,104,127
123,27,104,127
131,28,104,127
142,28,104,127
152,30,104,127
145,34,104,127
141,35,104,127
138,34,104,127
137,34,104,127
139,32,104,127
128,33,104,127
121,33,104,127
120,30,104,127
122,30,104,127
123,29,104,127
126,29,104,127
129,30,104,127
132,30,104,127
133,29,104,127
122,28,104,127
113,24,104,127
108,23,104,127
107,20,104,127
105,18,104,127
102,13,104,127
101,11,104,127
104,20,104,127
104,28,104,127
105,34,104,127
108,38,104,127
111,41,104,127
112,45,104,127
118,48,104,127
124,51,104,127
127,54,104,127
130,59,104,127
133,60,104,127
130,61,104,127
119,63,104,127
114,67,104,127
110,58,104,127
110,47,104,127
112,42,104,127
118,40,104,127
120,42,104,127
122,43,104,127
121,46,104,127
119,36,104,127
115,26,104,127
113,28,104,127
114,30,104,127
115,31,104,127
116,32,104,127
114,33,104,127
114,34,104,127
111,35,104,127
109,35,104,127
107,36,104,127
103,38,104,127
102,38,104,127
98,37,104,127
97,37,104,127
94,37,104,127
91,36,104,127
90,37,104,127
88,35,104,127
86,33,104,127
84,33,104,127
82,33,104,127
84,31,104,127
94,32,104,127
101,33,104,127
102,33,104,127
98,32,104,127
96,31,104,127
95,30,104,127
92,29,104,127
93,29,104,127
93,28,104,127
95,26,104,127
98,25,104,127
102,23,104,127
107,22,104,127
114,27,104,127
119,25,104,127
122,23,104,127
125,18,104,127
126,15,104,127
128,13,104,127
126,14,104,127
124,13,104,127
120,12,104,127
114,10,104,127
106,22,104,127
96,22,104,127
92,21,104,127
90,18,104,127
87,19,104,127
84,22,104,127
81,19,104,127
79,17,104,127
76,16,104,127
69,15,104,127
59,15,104,127
65,16,104,127
76,14,104,127
85,12,104,127
85,11,104,127
83,10,104,127
82,12,104,127
82,17,104,127
84,22,104,127
88,25,104,127
91,26,104,127
95,25,104,127
99,22,104,127
104,20,104,127
112,20,104,127
117,19,104,127
121,17,104,127
122,16,104,127
123,14,104,127
123,13,104,127
123,11,104,127
125,11,104,127
126,13,104,127
127,13,104,127
123,12,104,127
123,12,104,127
130,13,104,127
138,14,104,127
129,15,104,127
120,16,104,127
110,17,104,127
112,16,104,127
114,8,104,127
118,0,104,127
124,0,104,127
124,0,104,127
130,0,104,127
127,0,104,127
124,1,104,127
120,5,104,127
119,8,104,127
113,6,104,127
107,7,104,127
98,9,104,127
95,9,104,127
99,15,104,127
101,22,104,127
103,25,104,127
104,27,104,127
107,26,104,127
112,25,104,127
115,25,104,127
117,26,104,127
122,24,104,127
123,24,104,127
123,23,104,127
117,21,104,127
118,18,104,127
125,22,104,127
131,28,104,127
136,36,104,127
132,36,104,127
122,35,104,127
112,35,104,127
104,34,104,127
99,33,104,127
96,32,104,127
93,33,104,127
90,33,104,127
88,33,104,127
88,33,104,127
89,32,104,127
93,30,104,127
98,28,104,127
102,27,104,127
104,25,104,127
106,25,104,127
109,35,104,127
112,42,104,127
114,41,104,127
118,41,104,127
120,40,104,127
124,39,104,127
118,39,104,127
116,38,104,127
116,37,104,127
119,37,104,127
116,37,104,127
119,38,104,127
112,36,104,127
110,37,104,127
106,39,104,127
101,40,104,127
105,41,104,127
106,44,104,127
107,44,104,127
108,45,104,127
110,45,104,127
110,47,104,127
105,48,104,127
99,47,104,127
98,51,104,127
101,43,104,127
106,38,104,127
108,41,104,127
108,32,104,127
107,25,104,127
103,23,104,127
99,19,104,127
94,16,104,127
92,13,104,127
88,14,104,127
85,18,104,127
80,27,104,127
76,27,104,127
72,33,104,127
70,34,104,127
69,36,104,127
73,37,104,127
78,42,104,127
84,43,104,127
90,45,104,127
91,45,104,127
92,46,104,127
91,46,104,127
92,44,104,127
97,39,104,127
100,38,104,127
105,37,104,127
111,39,104,127
114,38,104,127
115,38,104,127
117,38,104,127
115,36,104,127
115,36,104,127
113,34,104,127
111,33,104,127
108,31,104,127
99,27,104,127
89,26,104,127
79,27,104,127
67,28,104,127
52,34,104,127
44,33,104,127
36,35,104,127
34,35,104,127
38,38,104,127
43,41,104,127
45,45,104,127
43,43,104,127
41,42,104,127
44,45,104,127
48,44,104,127
49,46,104,127
54,44,104,127
59,40,104,127
