128,46,104,127
128,46,104,127
129,47,104,127
130,47,104,127
135,49,104,127
140,46,104,127
154,45,104,127
162,42,104,127
171,43,104,127
180,46,104,127
186,45,104,127
189,44,104,127
192,43,104,127
191,43,104,127
182,42,104,127
165,41,104,127
147,39,104,127
132,38,104,127
122,38,104,127
110,36,104,127
93,38,104,127
81,43,104,127
64,46,104,127
49,45,104,127
40,46,104,127
30,46,104,127
28,48,104,127
32,50,104,127
34,46,104,127
33,45,104,127
31,45,104,127
28,45,104,127
26,44,104,127
25,45,104,127
31,45,104,127
36,45,104,127
39,46,104,127
39,47,104,127
45,49,104,127
55,50,104,127
66,53,104,127
77,57,104,127
85,62,104,127
94,68,104,127
101,76,104,127
102,79,104,127
105,85,104,127
108,86,104,127
111,84,104,127
114,76,104,127
114,63,104,127
116,49,104,127
117,44,104,127
118,35,104,127
119,31,104,127
122,27,104,127
125,33,104,127
129,42,104,127
130,47,104,127
130,50,104,127
133,51,104,127
136,52,104,127
142,51,104,127
145,50,104,127
147,49,104,127
150,49,104,127
149,49,104,127
143,48,104,127
134,51,104,127
124,53,104,127
119,53,104,127
118,54,104,127
120,55,104,127
122,55,104,127
125,55,104,127
128,55,104,127
130,54,104,127
130,52,104,127
129,54,104,127
129,51,104,127
127,50,104,127
125,48,104,127
123,48,104,127
120,46,104,127
114,44,104,127
111,43,104,127
105,43,104,127
100,42,104,127
96,41,104,127
92,40,104,127
89,39,104,127
86,36,104,127
86,33,104,127
87,32,104,127
88,34,104,127
92,35,104,127
93,35,104,127
92,32,104,127
90,31,104,127
88,30,104,127
90,31,104,127
94,33,104,127
101,33,104,127
109,32,104,127
113,32,104,127
121,32,104,127
130,32,104,127
141,32,104,127
150,34,104,127
144,39,104,127
140,40,104,127
135,40,104,127
134,39,104,127
135,38,104,127
125,39,104,127
117,38,104,127
116,36,104,127
120,35,104,127
120,34,104,127
122,35,104,127
126,35,104,127
130,35,104,127
132,35,104,127
119,33,104,127
110,31,104,127
106,30,104,127
104,27,104,127
100,25,104,127
97,21,104,127
97,18,104,127
99,27,104,127
99,35,104,127
100,41,104,127
102,45,104,127
105,48,104,127
107,52,104,127
113,55,104,127
120,58,104,127
123,61,104,127
127,65,104,127
129,67,104,127
127,68,104,127
117,70,104,127
111,74,104,127
107,66,104,127
107,54,104,127
109,49,104,127
115,46,104,127
118,48,104,127
120,49,104,127
119,53,104,127
117,43,104,127
114,34,104,127
112,37,104,127
112,38,104,127
114,38,104,127
116,41,104,127
115,42,104,127
114,43,104,127
111,43,104,127
109,43,104,127
107,44,104,127
103,44,104,127
101,44,104,127
98,44,104,127
96,44,104,127
94,44,104,127
90,45,104,127
89,44,104,127
87,43,104,127
84,39,104,127
80,36,104,127
78,35,104,127
81,34,104,127
91,34,104,127
98,35,104,127
99,35,104,127
96,34,104,127
94,33,104,127
92,33,104,127
90,33,104,127
90,33,104,127
91,31,104,127
93,30,104,127
96,27,104,127
100,25,104,127
106,24,104,127
113,30,104,127
117,28,104,127
121,25,104,127
124,21,104,127
126,18,104,127
127,16,104,127
126,17,104,127
124,16,104,127
120,14,104,127
110,13,104,127
104,24,104,127
95,24,104,127
90,23,104,127
89,20,104,127
86,21,104,127
83,24,104,127
80,21,104,127
77,19,104,127
74,18,104,127
68,17,104,127
58,17,104,127
64,18,104,127
75,16,104,127
84,14,104,127
84,13,104,127
82,12,104,127
81,14,104,127
81,19,104,127
82,24,104,127
87,28,104,127
90,29,104,127
94,28,104,127
98,24,104,127
103,23,104,127
109,23,104,127
115,21,104,127
119,20,104,127
121,19,104,127
121,16,104,127
121,16,104,127
121,14,104,127
123,14,104,127
124,16,104,127
125,16,104,127
122,14,104,127
120,16,104,127
130,16,104,127
136,17,104,127
128,18,104,127
118,19,104,127
108,21,104,127
110,20,104,127
111,12,104,127
117,3,104,127
123,0,104,127
127,0,104,127
132,0,104,127
128,0,104,127
123,0,104,127
120,2,104,127
117,3,104,127
109,6,104,127
101,5,104,127
96,11,104,127
93,12,104,127
101,20,104,127
101,26,104,127
102,28,104,127
106,28,104,127
108,28,104,127
112,27,104,127
115,26,104,127
118,26,104,127
122,24,104,127
124,24,104,127
124,23,104,127
118,22,104,127
119,20,104,127
126,23,104,127
133,28,104,127
141,27,104,127
136,29,104,127
128,27,104,127
114,31,104,127
107,31,104,127
102,30,104,127
99,29,104,127
96,30,104,127
93,31,104,127
91,31,104,127
91,30,104,127
93,29,104,127
96,28,104,127
101,25,104,127
105,25,104,127
106,23,104,127
108,22,104,127
111,33,104,127
114,41,104,127
117,40,104,127
120,40,104,127
124,39,104,127
126,38,104,127
121,37,104,127
117,36,104,127
118,36,104,127
119,36,104,127
116,35,104,127
116,33,104,127
109,33,104,127
100,34,104,127
93,34,104,127
88,36,104,127
88,35,104,127
89,37,104,127
89,36,104,127
90,38,104,127
89,39,104,127
90,41,104,127
81,41,104,127
75,42,104,127
74,43,104,127
74,37,104,127
73,33,104,127
74,34,104,127
75,27,104,127
74,21,104,127
74,18,104,127
73,16,104,127
73,12,104,127
70,9,104,127
67,10,104,127
67,7,104,127
66,4,104,127
65,0,104,127
65,0,104,127
63,0,104,127
63,6,104,127
67,16,104,127
72,22,104,127
77,25,104,127
82,26,104,127
84,28,104,127
84,28,104,127
84,28,104,127
85,25,104,127
91,15,104,127
94,4,104,127
97,0,104,127
99,0,104,127
99,0,104,127
101,0,104,127
102,0,104,127
101,0,104,127
101,0,104,127
100,0,104,127
100,0,104,127
98,0,104,127
94,0,104,127
90,0,104,127
76,0,104,127
63,0,104,127
50,9,104,127
40,8,104,127
33,9,104,127
32,8,104,127
35,8,104,127
39,13,104,127
40,15,104,127
40,12,104,127
37,11,104,127
40,13,104,127
45,10,104,127
47,11,104,127
52,8,104,127
56,5,104,127
57,3,104,127
56,1,104,127
58,1,104,127
63,5,104,127
64,13,104,127
64,19,104,127
65,20,104,127
68,23,104,127
70,25,104,127
75,26,104,127
80,27,104,127
86,27,104,127
91,28,104,127
94,28,104,127
98,27,104,127
102,25,104,127
106,24,104,127
112,20,104,127
117,18,104,127
125,12,104,127
126,3,104,127
110,0,104,127
134,1,104,127
140,14,104,127
134,17,104,127
130,29,104,127
109,16,104,127
133,22,104,127
130,36,104,127
126,36,104,127
127,37,104,127
126,34,104,127
125,26,104,127
125,21,104,127
126,10,104,127
125,5,104,127
125,3,104,127
124,3,104,127
115,3,104,127
114,4,104,127
115,4,104,127
114,5,104,127
113,6,104,127
113,7,104,127
113,8,104,127
113,7,104,127
113,8,104,127
112,9,104,127
111,9,104,127
110,9,104,127
109,9,104,127
108,9,104,127
107,9,104,127
107,9,104,127
107,10,104,127
106,10,104,127
106,9,104,127
105,9,104,127
104,9,104,127
105,10,104,127
106,10,104,127
106,9,104,127
107,9,104,127
108,9,104,127
109,9,104,127
109,7,104,127
110,6,104,127
113,6,104,127
112,5,104,127
112,4,104,127
112,2,104,127
112,3,104,127
113,3,104,127
113,2,104,127
114,2,104,127
114,2,104,127
115,4,104,127
114,2,104,127
113,1,104,127
114,1,104,127
113,2,104,127
114,2,104,127
113,1,104,127
113,1,104,127
113,2,104,127
113,1,104,127
113,1,104,127
113,1,104,127
114,1,104,127
115,2,104,127
116,2,104,127
118,3,104,127
119,2,104,127
120,2,104,127
121,1,104,127
122,1,104,127
121,0,104,127
122,1,104,127
122,0,104,127
121,0,104,127
121,1,104,127
121,0,104,127
121,1,104,127
121,1,104,127
121,0,104,127
122,2,104,127
123,2,104,127
123,2,104,127
123,2,104,127
123,2,104,127
123,2,104,127
125,2,104,127
126,2,104,127
126,3,104,127
126,2,104,127
126,1,104,127
126,2,104,127
126,2,104,127
126,3,104,127
126,2,104,127
125,2,104,127
125,3,104,127
125,3,104,127
125,3,104,127
125,3,104,127
124,2,104,127
124,2,104,127
124,2,104,127
125,3,104,127
125,3,104,127
126,2,104,127
127,3,104,127
127,2,104,127
128,2,104,127
128,2,104,127
128,2,104,127
129,1,104,127
129,2,104,127
129,2,104,127
